district,wholename,namefirst,namelast,party,votes1st,incumb,incumby,wonseat,m,electorate,senator,councillor,incministerstate,incminister,votes1997,valid1997,ptyvote1997,candptytotvote1997,voteshare1997,redistricted,gender,bday,count2,count3,count4,count5,count6,count7,count8,count9,count10,count11,count12,count13,count14,count15,count16,constituency,spend_party,spend_total,spend_public,spend_minor,assigned,spendlimit,assignedpct,minister,cexplimit,advert,publicity,election,otherexp,officestat,transport,market,campaign,totalexp,spend_cand,cexpincurred,marginalcand,ffbounce_ff,ffbounce_pd,ffbounce_lb,ffbounce_green,ffbounce_sf,ffbounce_oth,fgb_ff,fgb_pd,fgb_lb,fgb_green,fgb_sf,fgb_oth,labb_pd,labb_green,labb_lab,labb_sf,labb_oth,othrb_ff,othb_pd,othb_lab,othb_sf,othb_oth,ffbounce_fg,fgb_fg,labb_ff,labb_fg,othb_fg,othb_green,_merge,ffm,fgm,labm,othm,greenm,sfm,marginal
Mayo,Michael Holmes,Michael,Holmes,ind,1754,No,0,0,5,92656,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mayo,0,15135,NA,NA,NA,38092.14063,NA,0,38092.14063,4475,0,3742,6551,367,0,0,0,15135,15135,15135,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,2,3,3,0,3,0,0,0,0,0,0,0
Dublin North East,Michael Joe Cosgrave,Michael,Cosgrave,fg,2349,Yes,0,0,3,51793,0,0,0,0,4173,37301,0.189002976,7050,0.111873679,major,m,NA,2454,2546,0,0,0,0,0,0,0,0,0,0,0,0,0,DublinNE,2103.199951,12571.30957,1637,NA,NA,25394.75977,NA,0,11740.75977,2926.449951,200,4803.959961,800,1712.699951,25,0,0,10468.11035,10468.11035,10468.11035,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,1,0,3,1,1,1,0,0,0,1
Limerick East,Michael Kelly,Michael,Kelly,ind,677,No,0,0,5,79329,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,736,751,764,0,0,0,0,0,0,0,0,0,0,0,0,LimerickE,0,5003.919922,NA,NA,NA,38092.14063,NA,0,38092.14063,3901.02002,0,592.9000244,510,0,0,0,0,5003.919922,5003.919922,5003.919922,3,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,2,2,2,2,2,0,3,0,0,0,0,0,0,0
Dublin North,Michael Kennedy,Michael,Kennedy,ff,5253,No,0,0,4,71679,0,0,0,0,149,44797,0.003326116,149,0.003326116,minor,m,NA,5309,5368,5422,5532,5732,5801,0,0,0,0,0,0,0,0,0,DublinN,5169.950195,20088.94922,NA,30,15875,31743.44922,50.01031876,0,15868.4502,3801,0,6625,2519,1974,0,0,0,14919,14919,14919,2,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,3,0,0,0,0,0,0,0
Galway East,Michael Kitt,Michael,Kitt,ff,7454,Yes,0,0,4,72639,0,0,0,0,5436,42917,0.486007869,20858,0.126663089,minor,m,NA,7513,7711,7950,8243,0,0,0,0,0,0,0,0,0,0,0,GalwayE,4359.430176,21786.42969,2308,NA,15871,31743.44922,49.99771881,0,15872.4502,2051,537,7109,3743,2097,0,0,1890,17427,17427,17427,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,2,2,0,3,1,1,0,0,0,0,1
Dublin North West,Michael Larkin,Michael,Larkin,csp,154,No,0,0,3,47394,0,0,0,0,NA,NA,NA,NA,NA,major,m,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DublinNW,0,1220,NA,NA,NA,25394.75977,NA,0,20394.75977,1220,0,0,0,0,0,0,0,1220,1220,1220,3,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,1,1,1,2,1,1,0,3,0,0,0,1,0,0,0
Tipperary South,Michael Larkin,Michael,Larkin,csp,120,No,0,0,3,54900,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TippS,256.2000122,256.2000122,NA,NA,NA,25394.75977,NA,0,25394.75977,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,3,0,0,0,0,0,0,0
Tipperary North,Michael Lowry,Michael,Lowry,ind,10400,Yes,0,1,3,57568,0,0,0,0,11638,39952,0.293502212,11726,0.291299552,no,m,3/1/54,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,0,0,TippN,0,24389.17969,717.5,1422.319946,NA,25394.75977,NA,0,25394.75977,5376.620117,5275.290039,11213.7002,0,1549.709961,973.8599854,0,0,24389.17969,24389.17969,24389.17969,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,3,1,1,1,0,0,0,0
Louth,Michael Maguire,Michael,Maguire,csp,79,No,0,0,4,80924,0,0,0,0,4151,35260,0.372830391,13146,0.117725469,no,m,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Louth,0,0,NA,60,NA,31743.44922,NA,0,31743.44922,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,2,2,1,2,0,3,0,1,1,0,0,0,0
Cork South West,Michael McCarthy,Michael,McCarthy,lab,3442,No,0,0,3,53672,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,3505,3636,4030,0,0,0,0,0,0,0,0,0,0,0,0,CorkSW,3423.090088,14089.95996,NA,NA,NA,25394.75977,NA,0,15236.86035,1811,0,3024.5,3879.659912,872.710022,1079,0,0,10666.87012,10666.87012,10666.87012,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,1,1,2,0,3,0,1,1,0,0,0,1
Galway West,Michael McDonagh,Michael,McDonagh,fg,2279,No,0,0,5,80109,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,2300,2301,2306,2619,2632,2670,2748,2808,2812,2888,0,0,0,0,0,GalwayW,1285.199951,16179.12012,NA,NA,NA,38092.14063,NA,0,15872.13965,4754.990234,4346.330078,5792.600098,0,0,0,0,0,14893.91992,14893.91992,14893.91992,3,3,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,1,1,3,1,1,0,3,0,0,0,0,0,0,0
Dublin South East,Michael McDowell,Michael,McDowell,pd,6093,No,0,1,4,58662,0,0,1,0,4022,36671,0.109677948,4022,0.109677948,minor,m,5/1/51,6121,6418,6509,6509,6509,0,0,0,0,0,0,0,0,0,0,DublinSE,401,26261,NA,NA,NA,31743.44922,NA,1,29243.44922,1129,0,7952,11615,2674,0,1690,800,25860,25860,25860,2,2,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,3,1,1,0,0,0,0,1
Cork North West,Michael Moynihan,Michael,Moynihan,ff,10540,Yes,0,1,3,53132,0,0,0,0,8299,34763,0.465034664,16166,0.238730833,minor,m,1/1/68,9705,9705,9705,0,0,0,0,0,0,0,0,0,0,0,0,CorkNW,3386.689941,24542.49023,3164.939941,NA,6348.689941,25394.75977,25,0,19046.07031,3146.629883,0,4976.209961,7383.200195,2529.76001,128.5200043,0,2991.47998,21155.80078,21155.80078,21155.80078,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,1,1,0,3,0,0,0,0,0,0,0
Dublin South Central,Michael Mulcahy,Michael,Mulcahy,ff,4990,No,0,1,5,85326,0,1,0,0,4574,40579,0.344266742,13970,0.112718403,major,m,6/1/60,4994,5007,5024,5102,5165,5342,5391,5497,7364,7364,0,0,0,0,0,DublinSC,3312.300049,21504.01953,NA,NA,19046.07031,38092.14063,50,0,19046.07031,2583,451.1300049,7699.290039,4656.390137,2342.070068,459.8399963,0,0,18191.7207,18191.7207,18191.7207,1,2,0,2,0,0,0,2,0,1,0,0,0,0,0,2,0,0,2,0,1,1,0,1,2,2,1,1,0,3,0,1,1,0,0,1,0
Limerick East,Michael Noonan3,Michael,Noonan,fg,9451,Yes,0,1,5,79329,0,0,0,0,10092,49701,0.265105337,13176,0.203054264,minor,m,5/1/43,9451,8334,8334,8334,8334,8334,8334,8334,8334,8334,0,0,0,0,0,LimerickE,1810.5,22529.44922,2065,NA,NA,38092.14063,NA,0,20950.67969,5876.450195,0,4803.890137,5766.299805,3772.310059,0,500,0,20718.94922,20718.94922,20718.94922,1,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,2,2,2,2,2,0,3,0,0,0,0,0,0,0
Dun Laoghaire,Michael O'Brien,Michael,O'Brien,sf,2159,No,0,0,5,90219,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,2160,2173,2176,2192,2205,2405,2421,0,0,0,0,0,0,0,0,DunL,0,6903.600098,NA,600.1799927,NA,38092.14063,NA,0,32092.14063,0,0,2304,4435.600098,164,0,0,0,6903.600098,6903.600098,6903.600098,3,2,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,1,0,0,1,1,2,1,1,1,3,0,0,1,0,1,0,0
Carlow Kilkenny,Michael O'Brien2,Michael,O'Brien,lab,3732,No,0,0,5,95060,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,3739,3946,4220,0,0,0,0,0,0,0,0,0,0,0,0,CarlowK,3978.590088,8404.429688,NA,NA,NA,38092.14063,NA,0,22855.2793,2467.199951,708.7999878,0,1234.839966,15,0,0,0,4425.839844,4425.839844,4425.839844,2,3,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,1,2,2,1,1,1,3,1,1,1,0,1,0,1
Wexford,Michael O'Connor,Michael,O'Connor,csp,173,No,0,0,5,94969,0,0,0,0,616,55686,0.011062026,616,0.011062026,no,m,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wexford,399.980011,1166.97998,NA,NA,NA,38092.14063,NA,0,33092.14063,0,100,340,90,127,110,0,0,767,767,767,3,3,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2,2,2,2,0,3,1,1,0,0,0,0,0
Dublin Mid West,Michael O'Mara,Michael,O'Mara,ind,361,No,0,0,3,54793,0,0,0,0,NA,NA,NA,NA,NA,new constituency,m,NA,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DublinMidW,0,2568.090088,NA,NA,NA,25394.75977,NA,0,25394.75977,0,0,2115.25,412.8399963,0,40,0,0,2568.090088,2568.090088,2568.090088,3,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,3,0,1,1,1,1,0,0
Cork South Central,Michael O'Sullivan,Michael,O'Sullivan,swp,217,No,0,0,5,88737,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CorkSC,3025.100098,3056.360107,NA,NA,NA,38092.14063,NA,0,34592.14063,0,31.26000023,0,0,0,0,0,0,31.26000023,31.26000023,31.26000023,3,3,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,2,3,1,1,1,3,0,1,1,0,1,0,0
Dun Laoghaire,Michael Redmond,Michael,Redmond,csp,265,No,0,0,5,90219,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DunL,0,0,NA,NA,NA,38092.14063,NA,0,38092.14063,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,1,0,0,1,1,2,1,1,1,3,0,0,1,0,1,0,0
Laois Offaly,Michael Redmond,Michael,Redmond,csp,142,No,0,0,5,94096,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LaoisO,0,0,NA,NA,NA,38092.14063,NA,0,38092.14063,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,3,2,2,0,3,1,0,0,0,0,0,0
Meath,Michael Redmond,Michael,Redmond,csp,180,No,0,0,5,107894,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meath,0,0,NA,NA,NA,38092.14063,NA,0,38092.14063,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,2,3,1,1,0,3,0,1,0,1,0,0,0
Mayo,Michael Ring,Michael,Ring,fg,9880,Yes,0,1,5,92656,0,0,0,0,10066,61858,0.487535983,30158,0.162727535,no,m,12/1/53,10045,10384,10576,10907,10907,10581,10581,10581,10581,0,0,0,0,0,0,Mayo,0,15194.94043,3357.97998,450.3500061,NA,38092.14063,NA,0,16392.14063,3404.790039,19.69000053,1472,5587.399902,2913.709961,0,0,1797.349976,15194.94043,15194.94043,15194.94043,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,2,3,3,0,3,0,0,0,0,0,0,0
Tipperary North,Michael Smith1,Michael,Smith,ff,8526,Yes,0,1,3,57568,0,0,0,1,6999,39952,0.422857434,16894,0.175185218,no,m,11/1/40,8842,9642,10088,0,0,0,0,0,0,0,0,0,0,0,0,TippN,6410.879883,21079.66992,5858,1467.119995,12697,25394.75977,49.99850464,1,12697.75977,2522.860107,200,1862.5,2520.5,1003.030029,336.5,0,6223.399902,14668.79004,14668.79004,14668.79004,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,3,1,1,1,0,0,0,1
Dublin North East,Michael Woods,Michael,Woods,ff,6457,Yes,0,1,3,51793,0,0,0,1,5735,37301,0.406074911,15147,0.153749228,major,m,12/1/35,6742,6911,7138,7552,7552,0,0,0,0,0,0,0,0,0,0,DublinNE,3180.540039,25563.53906,11591,NA,12697.37988,25394.75977,50,1,12697.37988,1924,0,4849,3707,1255,41,0,10607,22383,22383,22383,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,1,0,3,1,1,1,0,0,0,1
Cork South Central,Micheal Martin,Micheal,Martin,ff,14742,Yes,0,1,5,88737,0,0,0,1,9652,55039,0.426152378,23455,0.175366566,minor,m,8/1/60,9224,9224,9224,9224,9224,9224,9224,9224,9224,0,0,0,0,0,0,CorkSC,5608.189941,27038.18945,7402,NA,15548,38092.14063,40.81681824,1,22546.14063,913,0,10770,2200,7547,0,0,0,21430,21430,21430,1,3,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,2,3,1,1,1,3,0,1,1,0,1,0,0
Cork North Central,Mick Barry,Mick,Barry,sp,936,No,0,0,5,77126,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CorkNC,0,4533.879883,NA,NA,NA,38092.14063,NA,0,37092.14063,300,30,1970.050049,1818.25,310.2799988,105.3000031,0,0,4533.879883,4533.879883,4533.879883,3,3,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,2,3,1,1,0,3,0,1,1,0,0,0,0
Dublin North,Mick Davis,Mick,Davis,sf,1350,No,0,0,4,71679,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,1382,1424,1440,0,0,0,0,0,0,0,0,0,0,0,0,DublinN,0,7519.669922,NA,NA,NA,31743.44922,NA,0,25743.44922,564,0,2353.050049,4422.120117,180.5,0,0,0,7519.669922,7519.669922,7519.669922,3,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,3,0,0,0,0,0,0,0
Dublin South West,Mick Murphy,Mick,Murphy,sp,954,No,0,0,4,67631,0,0,0,0,2026,41852,0.04840868,2026,0.04840868,major,m,NA,994,1055,1069,1104,0,0,0,0,0,0,0,0,0,0,0,DublinSW,36.65999985,3459.320068,NA,NA,NA,31743.44922,NA,0,30743.44922,35,0,1490.5,1733.73999,119.5199966,43.90000153,0,0,3422.659912,3422.659912,3422.659912,3,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,0,0
Limerick West,Mike Mac Domhnaill,Mike,Mac Domhnaill,ind,662,No,0,0,3,52903,0,0,0,0,366,33614,0.21961087,7382,0.01088832,minor,m,NA,710,789,0,0,0,0,0,0,0,0,0,0,0,0,0,LimerickW,0,1500,NA,NA,NA,25394.75977,NA,0,25394.75977,0,0,0,1200,0,300,0,0,1500,1500,1500,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,2,2,0,3,1,1,0,0,0,0,0
Wicklow,Mildred Fox,Mildred,Fox,ind,6324,Yes,0,1,5,87909,0,0,0,0,5590,52296,0.208448067,10901,0.106891543,no,f,6/1/71,6347,6369,6416,6648,6732,6984,8255,8677,0,0,0,0,0,0,0,Wicklow,0,31115.83984,3910.610107,NA,NA,38092.14063,NA,0,38092.14063,3295.889893,56,14393.79004,7278.549805,2001.150024,620,0,3470.459961,31115.83984,31115.83984,31115.83984,1,2,0,1,0,0,1,2,0,1,0,0,1,0,0,2,0,1,2,0,1,0,1,1,1,1,1,1,0,3,1,0,1,0,0,0,0
Wexford,Miranda O Bolguidhir,Miranda,O Bolguidhir,ind,424,No,0,0,5,94969,0,0,0,0,NA,NA,NA,NA,NA,no,f,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wexford,0,646.2399902,NA,NA,NA,38092.14063,NA,0,38092.14063,199.8999939,0,100,186.3399963,120,40,0,0,646.2399902,646.2399902,646.2399902,3,3,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2,2,2,2,0,3,1,1,0,0,0,0,0
Laois Offaly,Molly Buckley,Molly,Buckley,ind,1695,No,0,0,5,94096,0,0,0,0,NA,NA,NA,NA,NA,no,f,NA,1783,1966,2356,0,0,0,0,0,0,0,0,0,0,0,0,LaoisO,0,11359.08984,NA,NA,NA,38092.14063,NA,0,38092.14063,738.0999756,0,4900.5,4024.48999,1346,350,0,0,11359.08984,11359.08984,11359.08984,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,3,2,2,0,3,1,0,0,0,0,0,0
Tipperary South,Muiris O Suilleabhain,Muiris,O Suilleabhain,sf,1210,No,0,0,3,54900,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TippS,0,5985.560059,NA,NA,NA,25394.75977,NA,0,19394.75977,840.9500122,30,2280.300049,2375.719971,458.5899963,0,0,0,5985.560059,5985.560059,5985.560059,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,3,0,0,0,0,0,0,0
Cork East,Ned O'Keeffe,Ned,O'Keeffe,ff,10574,Yes,0,1,4,71907,0,0,0,0,8737,43076,0.364379227,15696,0.202827558,minor,m,8/1/42,9158,9158,9158,0,0,0,0,0,0,0,0,0,0,0,0,CorkE,3454.48999,18531.07031,5574.450195,NA,15871.73047,31743.44922,50.00001907,0,15871.71973,5224.779785,0,1573,998.25,5456.100098,0,0,1824.449951,15076.58008,15076.58008,15076.58008,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2,2,1,1,0,3,1,1,0,0,0,0,1
Donegal North East,Niall Blaney,Niall,Blaney,ind,6124,No,0,1,3,57048,0,0,0,0,NA,NA,NA,NA,NA,no,m,1/1/74,6261,6392,7667,8031,8789,0,0,0,0,0,0,0,0,0,0,DonegalNE,0,22078.9707,NA,20,NA,25394.75977,NA,0,25394.75977,4089.350098,0,8950.5,5958.680176,3080.439941,0,0,0,22078.9707,22078.9707,22078.9707,2,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,2,0,0,0,3,0,0,0,1,0,0,0
Galway West,Niall O Brolchain,Niall,O Brolchain,gp,2193,No,0,0,5,80109,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,2216,2225,2241,2308,2416,2450,2651,3108,3111,3267,3391,3749,3775,0,0,GalwayW,0,7170.810059,NA,NA,NA,38092.14063,NA,0,38092.14063,1244.349976,100,3260.52002,2187.679932,278.2600098,100,0,0,7170.810059,7170.810059,7170.810059,3,3,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,1,1,3,1,1,0,3,0,0,0,0,0,0,0
Dun Laoghaire,Niamh Bhreathnach,Niamh,Bhreathnach,lab,3893,No,0,0,5,90219,0,1,0,0,4698,54253,0.086594291,4698,0.086594291,minor,f,NA,3899,3900,3935,3970,4002,4102,4247,4550,5090,0,0,0,0,0,0,DunL,5201.040039,21080.41992,NA,NA,NA,38092.14063,NA,0,22855.2793,4388.240234,0,2949.889893,5460.799805,1618.810059,462.0100098,0,999.6300049,15879.37988,15879.37988,15879.37988,2,2,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,1,0,0,1,1,2,1,1,1,3,0,0,1,0,1,0,1
Westmeath,Niamh Hogg,Niamh,Hogg,sf,1185,No,0,0,3,53202,0,0,0,0,NA,NA,NA,NA,NA,no,f,NA,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Westmeath,0,2921.699951,NA,NA,NA,25394.75977,NA,0,19394.75977,0,0,0,2921.699951,0,0,0,0,2921.699951,2921.699951,2921.699951,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,2,0,1,0,3,1,1,0,0,0,0,0
Cork North Central,Nicholas McMurray,Nicholas,McMurray,gp,1155,No,0,0,5,77126,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,1196,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,CorkNC,0,0,NA,NA,NA,38092.14063,NA,0,3092.139893,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,2,3,1,1,0,3,0,1,1,0,0,0,0
Dublin Central,Nicky Kehoe,Nicky,Kehoe,sf,4979,No,0,0,4,61194,0,1,0,0,NA,NA,NA,NA,NA,minor,m,NA,5308,5351,5495,5827,6188,6350,0,0,0,0,0,0,0,0,0,DublinC,0,15411.12988,NA,NA,NA,31743.44922,NA,0,31743.44922,747,0,6374.72998,7542.169922,747.2299805,0,0,0,15411.12988,15411.12988,15411.12988,2,2,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,3,1,0,1,1,0,1,1
Wicklow,Nicky Kelly,Nicky,Kelly,lab,6529,No,0,0,5,87909,0,0,0,0,4995,52296,0.208448067,10901,0.095513999,no,m,NA,6519,6523,6541,6646,6675,6894,7787,8630,0,0,0,0,0,0,0,Wicklow,4093.48999,19122.81055,179.3699951,145.8000031,NA,38092.14063,NA,0,22892.14063,7389.660156,0,500,5306.470215,572.1900024,1261,0,0,15029.32031,15029.32031,15029.32031,2,2,0,1,0,0,1,2,0,1,0,0,1,0,0,2,0,1,2,0,1,0,1,1,1,1,1,1,0,3,1,0,1,0,0,0,1
Westmeath,Nicky McFadden,Nicky,McFadden,fg,3793,No,0,0,3,53202,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,3824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Westmeath,2305.5,15084.32031,NA,NA,NA,25394.75977,NA,0,13604.75977,7626.899902,0,3368.919922,0,673,1110,0,0,12778.82031,12778.82031,12778.82031,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,2,0,1,0,3,1,1,0,0,0,0,1
Dublin North West,Noel Ahern,Noel,Ahern,ff,6912,Yes,0,1,3,47394,0,0,0,0,11075,36699,0.470394284,17263,0.30177933,major,m,12/1/44,6912,6540,6540,6540,6540,0,0,0,0,0,0,0,0,0,0,DublinNW,5351.709961,19618.82031,2144.199951,NA,10200,25394.75977,40.16576767,0,15194.75977,236.2299957,50,2657.639893,8479.040039,2844.199951,0,0,0,14267.11035,14267.11035,14267.11035,1,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,1,1,1,2,1,1,0,3,0,0,0,1,0,0,0
Tipperary North,Noel Coonan,Noel,Coonan,fg,6108,No,0,0,3,57568,0,1,0,0,NA,NA,NA,NA,NA,no,m,NA,6436,9085,9437,0,0,0,0,0,0,0,0,0,0,0,0,TippN,4637.850098,22793.43945,NA,NA,NA,25394.75977,NA,0,20766.75977,0,300,6500.640137,8009.950195,2195,550,0,600,18155.58984,18155.58984,18155.58984,3,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,3,1,1,1,0,0,0,1
Tipperary South,Noel Davern,Noel,Davern,ff,8888,Yes,0,1,3,54900,0,0,0,0,8995,35260,0.372830391,13146,0.255104929,no,m,12/1/45,9085,10029,0,0,0,0,0,0,0,0,0,0,0,0,0,TippS,3326.159912,23573.39063,14850.91016,NA,12697,25394.75977,49.99850464,0,12697.75977,1048.290039,180,1905.699951,1649.439941,1705.859985,2309.419922,0,11448.51953,20247.23047,20247.23047,20247.23047,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,3,0,0,0,0,0,0,0
Meath,Noel Dempsey,Noel,Dempsey,ff,11534,Yes,0,1,5,107894,0,0,0,1,8701,56691,0.418796629,23742,0.153481156,no,m,1/1/53,10681,10681,10681,10681,10681,10681,10681,10681,0,0,0,0,0,0,0,Meath,3622.73999,42775.39063,25662.80078,NA,19046.60938,38092.14063,50.00141525,1,19045.5293,1492.329956,150,3525.860107,8956.009766,5885.180176,0,0,19143.26953,39152.64844,39152.64844,39152.64844,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,2,3,1,1,0,3,0,1,0,1,0,0,0
Galway West,Noel Grealish,Noel,Grealish,pd,2735,No,0,1,5,80109,0,0,0,0,NA,NA,NA,NA,NA,minor,m,12/1/65,2787,2789,2791,2858,2876,3121,3233,3315,3323,4544,5098,5325,5352,5684,6215,GalwayW,1119,17510.53906,2050,NA,NA,38092.14063,NA,0,18992.14063,2234.659912,1197.420044,5895,5930.589844,695.8699951,138,0,300,16391.53906,16391.53906,16391.53906,3,3,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,1,1,3,1,1,0,3,0,0,0,0,0,0,0
Cork North Central,Noel O'Flynn,Noel,O'Flynn,ff,7387,Yes,0,1,5,77126,0,0,0,0,4943,44008,0.355276316,15635,0.11232049,minor,m,12/1/51,7441,7495,7525,7525,7525,7525,0,0,0,0,0,0,0,0,0,CorkNC,4176.350098,16378.7998,2849.409912,NA,19046,38092.14063,49.99981689,0,19046.14063,2633.649902,100,5749.569824,518.6199951,3200.610107,0,0,0,12202.4502,12202.4502,12202.4502,1,3,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,2,3,1,1,0,3,0,1,1,0,0,0,0
