wage,age,education,marital,industry,health,hours,education_level
40000,23,12,single,installation_production,excellent,40,HS
60000,36,12,married,service,very_good,40,HS
50000,47,16,married,service,very_good,45,bachelors
60000,43,18,single,service,excellent,45,masters
72000,44,18,married,management,excellent,40,masters
0,80,12,married,management,excellent,12,HS
52000,38,13,married,management,very_good,40,some_college
85000,46,18,married,management,excellent,40,masters
10000,30,12,married,service,very_good,10,HS
125000,47,18,single,management,very_good,40,masters
26200,22,13,single,management,very_good,40,some_college
170000,51,18,married,management,very_good,40,masters
37000,33,13,single,service,very_good,45,some_college
40000,34,12,married,installation_production,fair,40,HS
14400,25,13,single,service,fair,20,some_college
98000,46,16,married,management,very_good,40,bachelors
159000,60,18,married,management,very_good,60,masters
50000,45,16,married,service,good,45,bachelors
35000,43,14,married,management,excellent,50,associate
25000,33,16,married,management,excellent,40,bachelors
35000,28,16,single,service,excellent,40,bachelors
42000,54,16,single,management,very_good,40,bachelors
50000,41,16,married,management,good,50,bachelors
26000,26,13,single,service,excellent,40,some_college
53000,56,16,single,management,very_good,40,bachelors
0,41,13,married,service,good,43,some_college
26000,52,12,married,service,very_good,40,HS
40000,52,9,married,ag,excellent,36,some_HS
40000,32,12,married,service,good,40,HS
80000,50,12,single,installation_production,excellent,40,HS
95850,66,16,married,management,very_good,40,bachelors
65000,51,18,married,management,excellent,20,masters
4.00E+05,59,18,married,management,excellent,20,masters
1.00E+05,36,18,married,service,excellent,50,masters
1.00E+05,47,16,married,installation_production,very_good,40,bachelors
10000,39,12,single,service,good,15,HS
28000,58,16,married,service,very_good,40,bachelors
10200,20,12,single,installation_production,very_good,40,HS
175000,30,20,married,management,excellent,34,professional_phd
20000,52,12,single,service,very_good,40,HS
85000,43,16,married,management,very_good,40,bachelors
65000,42,13,single,management,good,40,some_college
50000,34,12,married,construction,excellent,60,HS
28000,42,13,married,service,fair,40,some_college
49000,67,13,single,management,good,50,some_college
43500,24,16,single,management,very_good,44,bachelors
20000,30,11,single,construction,good,40,some_HS
36000,41,12,single,management,very_good,40,HS
52000,36,16,married,management,excellent,40,bachelors
67000,46,14,married,management,excellent,40,associate
20000,57,12,married,service,very_good,40,HS
70000,53,16,single,management,good,40,bachelors
90000,28,18,single,management,very_good,40,masters
1.00E+05,29,16,married,construction,very_good,40,bachelors
165000,32,18,married,installation_production,very_good,40,masters
10400,50,16,single,service,excellent,20,bachelors
16000,55,7.5,married,service,very_good,40,less_than_HS
58000,64,16,married,management,good,40,bachelors
58000,25,16,single,service,very_good,35,bachelors
13000,75,16,married,installation_production,very_good,30,bachelors
2500,18,13,single,service,excellent,25,some_college
26000,43,14,married,service,excellent,40,associate
37000,35,16,married,service,very_good,40,bachelors
70000,33,16,married,management,very_good,40,bachelors
45503,35,13,married,service,good,40,some_college
75000,47,12,married,management,good,50,HS
25000,51,5.5,married,transportation,good,40,less_than_HS
8000,24,16,single,service,good,55,bachelors
25601,22,12,single,installation_production,very_good,40,HS
20000,26,13,single,service,very_good,24,some_college
60000,39,14,married,management,excellent,40,associate
16000,44,12,single,service,excellent,40,HS
15000,26,12,single,construction,very_good,40,HS
75000,53,11,married,transportation,good,40,some_HS
59000,52,16,single,management,very_good,40,bachelors
35500,38,12,married,management,very_good,35,HS
40000,54,13,married,installation_production,very_good,40,some_college
70002,26,12,single,transportation,very_good,40,HS
15000,49,16,married,management,good,4,bachelors
120000,41,16,married,management,very_good,65,bachelors
28000,49,13,single,service,excellent,40,some_college
54000,42,13,married,installation_production,good,40,some_college
22000,23,13,single,service,excellent,27,some_college
0,51,13,married,service,excellent,20,some_college
30000,27,14,married,service,very_good,40,associate
60000,62,13,married,management,excellent,44,some_college
50000,32,12,single,installation_production,very_good,47,HS
52000,55,16,married,management,very_good,40,bachelors
125000,51,14,married,management,excellent,40,associate
0,19,12,single,service,excellent,12,HS
1500,61,12,married,management,fair,24,HS
2300,68,14,married,service,good,8,associate
31000,41,16,single,management,good,40,bachelors
14000,20,13,single,service,excellent,24,some_college
15000,54,14,married,service,good,25,associate
60000,30,16,single,management,very_good,40,bachelors
85000,44,16,married,service,good,40,bachelors
37000,28,16,married,management,very_good,40,bachelors
20000,55,14,single,service,excellent,15,associate
50000,41,16,single,installation_production,excellent,50,bachelors
46000,47,10,married,installation_production,excellent,50,some_HS
31200,31,14,single,installation_production,very_good,40,associate
32000,28,14,single,service,fair,28,associate
79000,32,16,single,management,very_good,45,bachelors
12000,70,12,married,service,excellent,15,HS
0,51,12,single,management,good,30,HS
49000,35,12,married,management,good,40,HS
54000,74,14,married,construction,good,35,associate
20000,50,12,married,service,good,40,HS
59000,39,16,married,management,very_good,40,bachelors
26000,37,14,married,service,excellent,40,associate
60000,50,13,married,management,fair,40,some_college
34000,29,16,single,service,very_good,30,bachelors
70000,36,12,married,management,very_good,40,HS
18000,29,11,single,construction,very_good,0,some_HS
45000,29,12,married,transportation,very_good,70,HS
1500,19,14,single,service,excellent,8,associate
44000,53,14,single,management,good,40,associate
58000,48,16,married,service,very_good,35,bachelors
75000,62,12,married,construction,good,50,HS
700,26,16,married,service,excellent,6,bachelors
65000,35,12,married,construction,good,50,HS
60000,52,12,married,management,good,45,HS
10500,48,13,married,service,good,25,some_college
25000,36,14,married,management,excellent,40,associate
55000,52,12,married,installation_production,very_good,40,HS
75000,24,12,married,transportation,excellent,65,HS
83000,40,13,single,management,excellent,40,some_college
23000,36,11,single,installation_production,good,40,some_HS
0,35,14,single,construction,good,24,associate
10000,66,12,single,transportation,very_good,8,HS
152000,37,14,married,transportation,good,40,associate
60000,52,16,married,management,very_good,40,bachelors
19000,27,12,single,service,good,40,HS
34000,38,16,single,service,very_good,40,bachelors
16000,31,16,married,management,excellent,27,bachelors
1.00E+05,54,12,married,installation_production,excellent,40,HS
80000,62,16,married,management,good,60,bachelors
12000,21,12,single,management,excellent,40,HS
167000,47,16,married,management,good,40,bachelors
0,46,13,single,construction,excellent,40,some_college
10000,31,16,single,management,very_good,30,bachelors
120500,23,16,single,management,excellent,40,bachelors
41000,47,12,married,construction,excellent,40,HS
43000,38,14,married,installation_production,excellent,48,associate
159000,44,18,married,management,good,30,masters
80000,51,18,married,management,very_good,40,masters
19000,60,12,married,service,excellent,40,HS
45000,47,18,married,management,very_good,40,masters
1.00E+05,38,18,married,management,excellent,40,masters
1.00E+05,49,18,married,management,very_good,40,masters
42000,35,16,single,service,very_good,42,bachelors
83000,35,20,married,management,very_good,40,professional_phd
18000,58,12,married,service,very_good,40,HS
3.00E+05,28,16,single,management,excellent,40,bachelors
0,54,18,married,management,fair,35,masters
160000,52,16,married,service,excellent,50,bachelors
27000,47,12,married,service,very_good,40,HS
14000,70,12,married,service,very_good,30,HS
15000,46,13,single,management,good,70,some_college
0,27,14,single,service,good,46,associate
25000,53,11,married,service,very_good,40,some_HS
1500,19,13,single,service,excellent,20,some_college
47000,48,13,married,service,very_good,40,some_college
60000,29,12,single,transportation,very_good,40,HS
1.00E+05,42,13,married,service,very_good,50,some_college
120000,53,18,single,management,excellent,40,masters
50000,46,18,married,management,good,40,masters
360000,46,16,married,transportation,very_good,40,bachelors
13000,24,12,single,service,good,40,HS
30000,63,12,married,transportation,very_good,40,HS
35000,35,18,single,management,very_good,40,masters
50000,54,12,married,service,good,40,HS
14000,45,7.5,married,service,very_good,30,less_than_HS
0,35,13,married,management,very_good,32,some_college
78000,38,18,married,management,excellent,84,masters
145000,30,18,single,management,good,40,masters
4000,18,12,single,installation_production,excellent,40,HS
63000,18,12,single,service,excellent,20,HS
62000,32,13,single,transportation,excellent,40,some_college
55000,59,12,married,management,good,40,HS
59000,56,12,single,service,very_good,40,HS
53000,36,16,married,management,excellent,40,bachelors
72000,59,12,single,service,good,60,HS
45000,55,11,married,service,very_good,45,some_HS
65000,32,16,single,management,very_good,50,bachelors
32000,55,9,single,service,excellent,40,some_HS
185000,66,18,single,management,excellent,45,masters
21000,49,13,single,service,very_good,40,some_college
115000,55,16,married,management,fair,40,bachelors
6.00E+05,50,20,single,management,excellent,40,professional_phd
45000,52,13,married,service,very_good,40,some_college
20000,26,11,married,management,very_good,30,some_HS
115000,37,16,married,service,excellent,45,bachelors
0,47,13,single,service,good,8,some_college
57000,61,13,married,installation_production,good,40,some_college
